date,New England Patriots,Seattle Seahawks
2015-02-02 01:22:45.884,544.7277,121.7546
2015-02-02 01:23:01.856,151.3949,141.8153
2015-02-02 01:23:17.904,213.6618,0
2015-02-02 01:23:33.717,154.13,55.55055
2015-02-02 01:23:49.498,86.9161,408.7262
2015-02-02 01:24:05.245,38.10204,7301.114
2015-02-02 01:24:21.016,153.3137,364.6052
2015-02-02 01:24:36.853,180.8762,801.9323
2015-02-02 01:24:53.377,24050.57,21655.98
2015-02-02 01:25:09.084,256.0772,691.6069
2015-02-02 01:25:24.860,489.9349,158.1773
2015-02-02 01:25:41.446,0,21.70565
2015-02-02 01:25:57.189,187.5079,13223.99
2015-02-02 01:26:12.826,2064.704,509.0771
2015-02-02 01:26:28.630,301.8594,1029.002
2015-02-02 01:26:44.434,595.1111,953.0282
2015-02-02 01:27:00.268,15.15765,401.6779
2015-02-02 01:27:16.116,9411.133,56.82654
2015-02-02 01:27:32.884,0,189.4304
2015-02-02 01:27:50.974,2371.565,1152.348
2015-02-02 01:28:06.668,15810.26,137.288
2015-02-02 01:28:22.702,432.5644,0
2015-02-02 01:28:38.517,32302.1,33298.34
2015-02-02 01:28:54.857,4527.565,5218.174
2015-02-02 01:29:10.966,6693.92,289.249
2015-02-02 01:29:26.901,8089.113,2084.565
2015-02-02 01:29:42.761,1210.969,2389.441
2015-02-02 01:29:59.075,1113.122,377.5383
2015-02-02 01:30:15.501,8747.641,4391.426
2015-02-02 01:30:31.528,276.817,1056.989
2015-02-02 01:30:47.444,13132.66,20615.71
2015-02-02 01:31:03.621,953.5081,27.37237
2015-02-02 01:31:19.589,2497.317,8901.054
2015-02-02 01:31:35.780,1277.415,2809.788
2015-02-02 01:31:51.691,3016.665,305.4374
2015-02-02 01:32:07.795,1444.271,75.11224
2015-02-02 01:32:23.868,5761.574,12301.4
2015-02-02 01:32:41.044,2675.822,3977.332
2015-02-02 01:33:46.593,3874.47,15474.48
2015-02-02 01:34:03.070,33758.83,147564.7
2015-02-02 01:34:18.886,2592.495,17264.3
2015-02-02 01:34:35.097,5596.946,16673.21
2015-02-02 01:34:50.890,3387.318,14480.21
2015-02-02 01:35:06.813,6582.947,48619.39
2015-02-02 01:35:22.822,7728.014,12646.39
2015-02-02 01:35:38.852,5434.694,26505.45
2015-02-02 01:35:55.196,3623.62,16045.22
2015-02-02 01:36:11.578,1590.234,39694.06
2015-02-02 01:36:27.344,1134.572,38555.74
2015-02-02 01:36:43.189,16585.86,11447.29
2015-02-02 01:36:58.954,2656.178,5098.119
2015-02-02 01:37:14.781,998.1445,7577.521
2015-02-02 01:37:30.653,3447.761,4787.127
2015-02-02 01:37:46.624,24507.22,16763.02
2015-02-02 01:38:02.569,31013.13,6738.665
2015-02-02 01:38:18.644,19948.88,9714.398
2015-02-02 01:38:34.941,4711.751,5139.305
2015-02-02 01:38:50.809,2272.073,1390.416
2015-02-02 01:39:07.469,7613.744,725.1117
2015-02-02 01:39:23.481,3570.98,2145.519
2015-02-02 01:39:39.496,2967.642,20882.11
2015-02-02 01:39:55.462,4569.424,2850.788
2015-02-02 01:40:11.544,10685.89,8977.488
2015-02-02 01:40:27.538,11206.45,13046.62
2015-02-02 01:40:43.484,120.5598,5076.531
2015-02-02 01:40:59.596,1829.064,1475.413
2015-02-02 01:41:15.790,1933.657,2416.543
2015-02-02 01:41:32.284,11693.61,18522.99
2015-02-02 01:41:48.501,1252.891,863.7486
2015-02-02 01:42:04.641,3032.412,4378.981
2015-02-02 01:42:20.569,10180.34,75171.64
2015-02-02 01:42:36.441,2642.461,540.9141
2015-02-02 01:42:52.580,3144.391,12168.76
2015-02-02 01:43:10.270,5480.916,9974.552
2015-02-02 01:43:26.111,2985.833,1168.6
2015-02-02 01:43:42.647,3896.443,2603.519
2015-02-02 01:43:58.941,19578.27,27570.14
2015-02-02 01:44:15.493,474.8678,5901.483
2015-02-02 01:44:31.752,623.2889,36588.42
2015-02-02 01:44:47.876,5262.512,2203.213
2015-02-02 01:45:04.706,7595.106,3247.971
2015-02-02 01:45:20.640,186.4247,3393.901
2015-02-02 01:45:36.652,2978.84,13697.98
2015-02-02 01:45:57.700,2307.14,119.442
2015-02-02 01:46:14.362,18683.73,1611.99
2015-02-02 01:46:30.185,11836.28,22661.62
2015-02-02 01:46:46.060,170.118,14230.38
2015-02-02 01:47:01.967,2257.558,13505.93
2015-02-02 01:47:18.190,7436.351,56156.23
2015-02-02 01:47:35.217,3848.49,52612.74
2015-02-02 01:47:51.306,496.8664,2527.966
2015-02-02 01:48:07.138,2186.874,51914.73
2015-02-02 01:48:23.014,999.8532,33313.41
2015-02-02 01:48:39.025,1407.489,55417.31
2015-02-02 01:48:57.234,4338.367,60469.5
2015-02-02 01:49:13.230,4244.568,39228.31
2015-02-02 01:49:29.315,3534.592,125726.3
2015-02-02 01:49:45.297,1647.252,11614.07
2015-02-02 01:50:01.199,710.9695,66281.54
2015-02-02 01:50:17.785,448.0636,19375.26
2015-02-02 01:50:33.743,1840.502,85214.66
2015-02-02 01:50:49.990,2082.7,64274.8
2015-02-02 01:51:05.878,18.88302,33748.26
2015-02-02 01:51:22.113,412.3353,74169.46
2015-02-02 01:51:37.866,1281.339,54641.34
2015-02-02 01:51:53.869,1542.909,53907.28
2015-02-02 01:52:10.258,364.6716,144875.1
2015-02-02 01:52:26.747,1803.824,31727.55
2015-02-02 01:52:43.282,1478.263,21261.42
2015-02-02 01:52:59.326,3882.832,35608.97
2015-02-02 01:53:17.003,438.3324,14547.62
