DENI,School_name,age,School_type,Management_type,year,Address,Postcode,Town,Protestant,Catholic,Other,Protestant_number,Catholic_number,Other_number,Total,Percentage_Protestant,Percentage_Catholic,Percentage_Other
3210202,Glengormley High School,Post primary,Secondary,Controlled,2012,134 BALLYCLARE ROAD,BT365HP,Newtownabbey,737,20,194,737,20,194,951.0,77.4973711882,2.10304942166,20.3995793901
3210208,Dunclug College,Post primary,Secondary,Controlled,2012,DOURY ROAD,BT436SU,Ballymena,520,10,127,520,10,127,657.0,79.1476407915,1.52207001522,19.3302891933
3210222,Dunluce High School,Post primary,Secondary,Controlled,2012,DUNLUCE ROAD,BT578QQ,Bushmills,402,10,87,402,10,87,499.0,80.5611222445,2.00400801603,17.4348697395
3210232,Downshire School,Post primary,Secondary,Controlled,2012,DOWNSHIRE ROAD,BT387DA,Carrickfergus,568,<5,>=5,568,4,210,782.0,72.6342710997,0.511508951407,26.8542199488
3210233,Ballee Community High School,Post primary,Secondary,Controlled,2012,BALLEE ROAD WEST,BT422HS,Ballymena,225,<5,>=5,225,4,41,270.0,83.3333333333,1.48148148148,15.1851851852
3210279,Newtownabbey Community High School,Post primary,Secondary,Controlled,2012,WHITEHOUSE,BT379AD,Newtownabbey,199,7,24,199,7,24,230.0,86.5217391304,3.04347826087,10.4347826087
3210300,Coleraine College,Post primary,Secondary,Controlled,2012,CARTHALL ROAD,BT513LR,Coleraine,224,<5,>=5,224,4,34,262.0,85.4961832061,1.52671755725,12.9770992366
3230075,Our Lady Of Lourdes High School,Post primary,Secondary,RC Maintained,2012,CASTLE STREET,BT536JX,Ballymoney,5,222,8,5,222,8,235.0,2.12765957447,94.4680851064,3.40425531915
3230084,St Patrick's College,Post primary,Secondary,RC Maintained,2012,BROUGHSHANE ROAD,BT437DZ,Ballymena,<5,503,>=5,4,503,8,515.0,0.776699029126,97.6699029126,1.55339805825
3230110,St Joseph's College,Post primary,Secondary,RC Maintained,2012,BERESFORD AVENUE,BT521HJ,Coleraine,12,319,19,12,319,19,350.0,3.42857142857,91.1428571429,5.42857142857
3230132,St Colm's High School,Post primary,Secondary,RC Maintained,2012,2 MAGHERAFELT ROAD,BT457AF,Magherafelt,0,>=5,<5,0,429,4,433.0,0.0,99.0762124711,0.923787528868
3230142,St Mary's College,Post primary,Secondary,RC Maintained,2012,230 MOYAGALL ROAD,BT448NN,Ballymena,<5,>=5,<5,4,321,4,329.0,1.21580547112,97.5683890578,1.21580547112
3230151,St Paul's College,Post primary,Secondary,RC Maintained,2012,11 BANN ROAD,BT515RU,Coleraine,<5,>=5,<5,4,309,4,317.0,1.261829653,97.476340694,1.261829653
3230168,St Pius X College,Post primary,Secondary,RC Maintained,2012,59 MONEYMORE ROAD,BT456HQ,Magherafelt,0,>=5,<5,0,923,4,927.0,0.0,99.5685005394,0.431499460626
3230203,Edmund Rice College,Post primary,Secondary,RC Maintained,2012,96-100 HIGHTOWN ROAD,BT367TZ,Newtownabbey,<5,587,>=5,4,587,5,596.0,0.671140939597,98.4899328859,0.838926174497
3230227,Cross And Passion College,Post primary,Secondary,RC Maintained,2012,MOYLE ROAD,BT546LA,Ballycastle,<5,761,<5,3,761,2,766.0,0.391644908616,99.3472584856,0.261096605744
3230234,St Patrick's Co-ed Comprehensive College,Post primary,Secondary,RC Maintained,2012,25 COLERAINE ROAD,BT465BN,Maghera,<5,1296,>=5,2,1296,5,1303.0,0.153491941673,99.4627782041,0.383729854183
3230308,St Benedict's College,Post primary,Secondary,RC Maintained,2012,5 CRAIGSTOWN ROAD,BT412AF,Randalstown,<5,443,>=5,4,443,5,452.0,0.884955752212,98.0088495575,1.10619469027
3230310,St Killian's College,Post primary,Secondary,RC Maintained,2012,25 TOWER ROAD,BT440JS,Ballymena,11,813,5,11,813,5,829.0,1.32689987937,98.0699638118,0.603136308806
3250149,Crumlin Integrated College,Post primary,Secondary,Controlled Integrated,2012,10 GLENAVY ROAD,BT294LA,Crumlin,90,76,63,90,76,63,229.0,39.3013100437,33.1877729258,27.5109170306
3250207,Parkhall Integrated College,Post primary,Secondary,Controlled Integrated,2012,STEEPLE ROAD,BT411AF,Antrim,547,29,108,547,29,108,684.0,79.9707602339,4.23976608187,15.7894736842
3260289,Slemish College,Post primary,Secondary,GM Integrated,2012,LARNE ROAD,BT423HA,Ballymena,336,256,167,336,256,167,759.0,44.2687747036,33.7285902503,22.0026350461
3260290,North Coast Integrated College,Post primary,Secondary,GM Integrated,2012,21 CLOYFIN ROAD,BT522NU,Coleraine,281,99,74,281,99,74,454.0,61.8942731278,21.8061674009,16.2995594714
3260299,Ulidia Integrated College,Post primary,Secondary,GM Integrated,2012,112 VICTORA ROAD,BT387JL,Carrickfergus,299,182,71,299,182,71,552.0,54.1666666667,32.9710144928,12.8623188406
3260303,Sperrin Integrated College,Post primary,Secondary,GM Integrated,2012,39 POUND ROAD,BT456NR,Magherafelt,205,217,73,205,217,73,495.0,41.4141414141,43.8383838384,14.7474747475
3410008,Ballyclare High School,Post primary,Grammar,Controlled,2012,31 RASHEE ROAD,BT399HJ,Ballyclare,1029,14,179,1029,14,179,1222.0,84.2062193126,1.14566284779,14.6481178396
3410033,Coleraine High School,Post primary,Grammar,Controlled,2012,LODGE ROAD,BT521LZ,Coleraine,687,31,85,687,31,85,803.0,85.5541718555,3.86052303861,10.5853051059
3410098,Carrickfergus Grammar School,Post primary,Grammar,Controlled,2012,120 NORTH ROAD,BT387RA,Carrickfergus,461,18,337,461,18,337,816.0,56.4950980392,2.20588235294,41.2990196078
3410209,Antrim Grammar School,Post primary,Grammar,Controlled,2012,STEEPLE ROAD,BT411AF,Antrim,550,61,132,550,61,132,743.0,74.0242261104,8.20995962315,17.7658142665
3410297,Cambridge House Grammar School,Post primary,Grammar,Controlled,2012,CAMBRIDGE AVENUE,BT422EH,Ballymena,875,14,89,875,14,89,978.0,89.4683026585,1.43149284254,9.10020449898
3420010,St Louis Grammar School,Post primary,Grammar,Voluntary,2012,CULLYBACKEY ROAD,BT435DW,Ballymena,0,959,6,0,959,6,965.0,0.0,99.378238342,0.621761658031
3420011,Ballymena Academy,Post primary,Grammar,Voluntary,2012,89 GALGORM ROAD,BT421AJ,Ballymena,1058,53,108,1058,53,108,1219.0,86.7924528302,4.34782608696,8.85972108285
3620012,Dalriada School,Post primary,Grammar,Voluntary,2012,ST JAMES ROAD,BT536BL,Ballymoney,668,45,145,668,45,145,858.0,77.8554778555,5.24475524476,16.8997668998
3420032,Coleraine Academical Institution,Post primary,Grammar,Voluntary,2012,CASTLEROCK ROAD,BT513LA,Coleraine,480,41,257,480,41,257,778.0,61.6966580977,5.26992287918,33.0334190231
3420034,Loreto College,Post primary,Grammar,Voluntary,2012,CASTLEROCK ROAD,BT513JZ,Coleraine,37,719,42,37,719,42,798.0,4.6365914787,90.1002506266,5.26315789474
3420046,Larne Grammar School,Post primary,Grammar,Voluntary,2012,LOWER CAIRNCASTLE ROAD,BT401PQ,Larne,610,54,77,610,54,77,741.0,82.3211875843,7.28744939271,10.3913630229
3420058,Rainey Endowed School,Post primary,Grammar,Voluntary,2012,79 RAINEY STREET,BT455DB,Magherafelt,431,216,56,431,216,56,703.0,61.3086770982,30.7254623044,7.96586059744
3420068,Dominican College,Post primary,Grammar,Voluntary,2012,2 STRAND ROAD,BT557PF,Portstewart,160,264,76,160,264,76,500.0,32.0,52.8,15.2
3420077,Belfast High School,Post primary,Grammar,Voluntary,2012,740 SHORE ROAD,BT370PX,Newtownabbey,692,50,191,692,50,191,933.0,74.1693461951,5.359056806,20.4715969989
3420080,St Mary's Grammar School,Post primary,Grammar,Voluntary,2012,3 CASTLEDAWSON ROAD,BT456AX,Magherafelt,<5,>=5,<5,4,1070,4,1078.0,0.371057513915,99.2578849722,0.371057513915
4210012,Movilla High School,Post primary,Secondary,Controlled,2012,DONAGHADEE ROAD,BT237HA,Newtownards,234,5,212,234,5,212,451.0,51.8847006652,1.10864745011,47.0066518847
4210029,The High School Ballynahinch,Post primary,Secondary,Controlled,2012,103 BELFAST ROAD,BT248EH,Ballynahinch,297,11,19,297,11,19,327.0,90.8256880734,3.36391437309,5.81039755352
4210045,Nendrum College,Post primary,Secondary,Controlled,2012,DARRAGH ROAD,BT235BX,Newtownards,331,<5,>=5,331,4,75,410.0,80.7317073171,0.975609756098,18.2926829268
4210046,Glastry College,Post primary,Secondary,Controlled,2012,14 VICTORIA ROAD,BT221DQ,Newtownards,493,5,142,493,5,142,640.0,77.03125,0.78125,22.1875
4210051,Lisnagarvey High School,Post primary,Secondary,Controlled,2012,WARREN GARDENS,BT281HN,Lisburn,312,16,116,312,16,116,444.0,70.2702702703,3.6036036036,26.1261261261
4210063,Saintfield High School,Post primary,Secondary,Controlled,2012,21 COMBER ROAD,BT247BB,Saintfield,285,5,79,285,5,79,369.0,77.2357723577,1.35501355014,21.4092140921
4210086,Knockbreda High School,Post primary,Secondary,Controlled,2012,43 UPPER KNOCKBREDA ROAD,BT60NE,Belfast,289,14,160,289,14,160,463.0,62.4190064795,3.02375809935,34.5572354212
4210183,Newtownbreda High School,Post primary,Secondary,Controlled,2012,NEWTOWNBREDA ROAD,BT86PY,Belfast,479,<5,>=5,479,4,173,656.0,73.0182926829,0.609756097561,26.3719512195
4210194,Dunmurry High School,Post primary,Secondary,Controlled,2012,RIVER ROAD,BT179DS,Belfast,162,0,13,162,0,13,175.0,92.5714285714,0.0,7.42857142857
4210201,Laurelhill Community College,Post primary,Secondary,Controlled,2012,22 LAURELHILL ROAD,BT282UH,Lisburn,675,23,131,675,23,131,829.0,81.4234016888,2.77442702051,15.8021712907
4210262,Dundonald High School,Post primary,Secondary,Controlled,2012,764 UPPER NEWTOWNARDS ROAD,BT161TH,Belfast,224,<5,>=5,224,4,51,279.0,80.2867383513,1.43369175627,18.2795698925
4210296,Bangor Academy And 6th Form College,Post primary,Secondary,Controlled,2012,Castle Park Road,BT204TF,Bangor,1123,15,296,1123,15,296,1434.0,78.3124128312,1.0460251046,20.6415620642
4230023,St Mary's High School,Post primary,Secondary,RC Maintained,2012,23 ARDGLASS ROAD,BT306JQ,Downpatrick,6,414,5,6,414,5,425.0,1.41176470588,97.4117647059,1.17647058824
4230067,St Columba's College,Post primary,Secondary,RC Maintained,2012,2 BALLYPHILIP ROAD,BT221RB,Newtownards,<5,212,<5,3,212,2,217.0,1.38248847926,97.6958525346,0.921658986175
4230102,St Colmcille's High School,Post primary,Secondary,RC Maintained,2012,1 KILLYLEAGH ROAD,BT309EY,Crossgar,14,374,8,14,374,8,396.0,3.53535353535,94.4444444444,2.0202020202
4230107,St Columbanus' College,Post primary,Secondary,RC Maintained,2012,BALLYMACONNELL ROAD,BT205PU,Bangor,209,256,132,209,256,132,597.0,35.0083752094,42.8810720268,22.1105527638
4230161,St Colman's High School,Post primary,Secondary,RC Maintained,2012,52 CROSSGAR ROAD,BT248XR,Ballynahinch,9,370,6,9,370,6,385.0,2.33766233766,96.1038961039,1.55844155844
4230165,St Patrick's High School,Post primary,Secondary,RC Maintained,2012,BALLINDERRY ROAD,BT281TD,Lisburn,6,451,11,6,451,11,468.0,1.28205128205,96.3675213675,2.35042735043
4230211,St Malachy's High School,Post primary,Secondary,RC Maintained,2012,3 DUBLIN ROAD,BT319AG,Castlewellan,>=5,1029,<5,5,1029,3,1037.0,0.482160077146,99.2285438766,0.289296046287
4230223,St Colm's High School,Post primary,Secondary,RC Maintained,2012,SUMMERHILL DRIVE,BT170BT,Belfast,<5,>=5,<5,4,642,4,650.0,0.615384615385,98.7692307692,0.615384615385
4230224,De La Salle High School,Post primary,Secondary,RC Maintained,2012,STRUELL ROAD,BT306JR,Downpatrick,0,>=5,<5,0,354,4,358.0,0.0,98.8826815642,1.11731843575
4250024,Priory College,Post primary,Secondary,Controlled Integrated,2012,MY LADY'S MILE,BT189ER,Holywood,383,61,65,383,61,65,509.0,75.2455795678,11.9842829077,12.7701375246
4250072,Fort Hill College,Post primary,Secondary,Controlled Integrated,2012,BELFAST ROAD,BT274TL,Lisburn,660,80,167,660,80,167,907.0,72.7673649394,8.82028665932,18.4123484013
4260255,Lagan College,Post primary,Secondary,GM Integrated,2012,44 MANSE ROAD,BT86SA,Belfast,536,456,259,536,456,259,1251.0,42.8457234213,36.4508393285,20.7034372502
4260281,Shimna Integrated College,Post primary,Secondary,GM Integrated,2012,THE LAWNFIELD,BT330HD,Newcastle,185,260,87,185,260,87,532.0,34.7744360902,48.8721804511,16.3533834586
4260295,Strangford Integrated College,Post primary,Secondary,GM Integrated,2012,ABBEY ROAD,BT222GB,Carrowdore,290,127,121,290,127,121,538.0,53.9033457249,23.6059479554,22.4907063197
4260309,Blackwater Integrated College,Post primary,Secondary,GM Integrated,2012,12 Old Belfast Road,BT306SG,Downpatrick,170,96,44,170,96,44,310.0,54.8387096774,30.9677419355,14.1935483871
4610063,Regent House School,Post primary,Grammar,Controlled,2012,CIRCULAR ROAD,BT234QA,Newtownards,1123,25,301,1123,25,301,1449.0,77.5017253278,1.72532781228,20.7729468599
4610085,Down High School,Post primary,Grammar,Controlled,2012,MOUNT CRESCENT,BT306EU,Downpatrick,673,132,145,673,132,145,950.0,70.8421052632,13.8947368421,15.2631578947
4610097,Glenlola Collegiate,Post primary,Grammar,Controlled,2012,CASTLE PARK ROAD,BT204TH,Bangor,774,58,245,774,58,245,1077.0,71.8662952646,5.38532961931,22.7483751161
4420015,Bangor Grammar School,Post primary,Grammar,Voluntary,2012,COLLEGE AVENUE,BT205HJ,Bangor,522,29,329,522,29,329,880.0,59.3181818182,3.29545454545,37.3863636364
4620044,Sullivan Upper School,Post primary,Grammar,Voluntary,2012,BELFAST ROAD,BT189EP,Holywood,686,131,254,686,131,254,1071.0,64.0522875817,12.2315592904,23.7161531279
4620050,Friends' School,Post primary,Grammar,Voluntary,2012,6 MAGHERALAVE ROAD,BT283BH,Lisburn,716,113,154,716,113,154,983.0,72.8382502543,11.495422177,15.6663275687
4620051,Wallace High School,Post primary,Grammar,Voluntary,2012,CLONEVIN PARK,BT283AD,Lisburn,978,60,125,978,60,125,1163.0,84.0928632846,5.15907136715,10.7480653482
4420086,Assumption Grammar School,Post primary,Grammar,Voluntary,2012,22-24 BELFAST ROAD,BT248EA,Ballynahinch,7,840,21,7,840,21,868.0,0.806451612903,96.7741935484,2.41935483871
4420088,St Patrick's Grammar School,Post primary,Grammar,Voluntary,2012,SAUL STREET,BT306NJ,Downpatrick,<5,678,>=5,4,678,7,689.0,0.580551523948,98.4034833091,1.01596516691
4420259,Our Lady And St Patrick's College,Post primary,Grammar,Voluntary,2012,120Gilnahirk Road,BT57DQ,Belfast,9,1240,16,9,1240,16,1265.0,0.711462450593,98.023715415,1.26482213439
5210016,Kilkeel High School,Post primary,Secondary,Controlled,2012,KNOCKCHREE AVENUE,BT344BP,Newry,663,5,28,663,5,28,696.0,95.2586206897,0.718390804598,4.02298850575
5210025,Newtownhamilton High School,Post primary,Secondary,Controlled,2012,9 ARMAGH ROAD,BT350DG,Newry,>=5,<5,<5,159,4,4,167.0,95.2095808383,2.39520958084,2.39520958084
5210043,Clounagh Junior High School,Post primary,Secondary,Controlled,2012,BROWNSTOWN ROAD,BT623QA,Portadown,454,42,103,454,42,103,599.0,75.7929883139,7.01168614357,17.1953255426
5210047,Banbridge High School,Post primary,Secondary,Controlled,2012,PRIMROSE GARDENS,BT323EP,Banbridge,632,9,38,632,9,38,679.0,93.0780559647,1.32547864507,5.59646539028
5210054,Killicomaine Junior High School,Post primary,Secondary,Controlled,2012,UPPER CHURCH LANE,BT635JE,Portadown,380,17,63,380,17,63,460.0,82.6086956522,3.69565217391,13.6956521739
5210064,Dromore High School,Post primary,Secondary,Controlled,2012,31 BANBRIDGE ROAD,BT251ND,Dromore,650,19,170,650,19,170,839.0,77.47318236,2.26460071514,20.2622169249
5210083,Markethill High School,Post primary,Secondary,Controlled,2012,61 MOWHAN ROAD,BT601RQ,Armagh,462,<5,>=5,462,4,24,490.0,94.2857142857,0.816326530612,4.89795918367
5210097,Fivemiletown College,Post primary,Secondary,Controlled,2012,CORCREEVY DEMESNE,BT750SB,Fivemiletown,400,8,33,400,8,33,441.0,90.7029478458,1.81405895692,7.48299319728
5210121,City Armagh High School,Post primary,Secondary,Controlled,2012,ALEXANDER ROAD,BT617JH,Armagh,224,18,20,224,18,20,262.0,85.4961832061,6.87022900763,7.63358778626
5210127,Rathfriland High School,Post primary,Secondary,Controlled,2012,76 NEWRY STREET,BT345PZ,Newry,281,0,15,281,0,15,296.0,94.9324324324,0.0,5.06756756757
5210143,Tandragee Junior High School,Post primary,Secondary,Controlled,2012,ARMAGH ROAD,BT622AY,Tandragee,285,7,8,285,7,8,300.0,95.0,2.33333333333,2.66666666667
5210153,Aughnacloy High School,Post primary,Secondary,Controlled,2012,23 CARNTEEL ROAD,BT696DX,Aughnacloy,169,<5,>=5,169,4,6,179.0,94.4134078212,2.23463687151,3.35195530726
5210186,Newry High School,Post primary,Secondary,Controlled,2012,23 ASHGROVE ROAD,BT341QN,Newry,290,131,56,290,131,56,477.0,60.7966457023,27.463312369,11.7400419287
5210230,Cookstown High School,Post primary,Secondary,Controlled,2012,COOLNAFRANKIE DEMESNE,BT808PQ,Cookstown,727,11,163,727,11,163,901.0,80.6881243063,1.22086570477,18.0910099889
5210231,Drumglass High School,Post primary,Secondary,Controlled,2012,CARLAND ROAD,BT714AA,Dungannon,285,35,52,285,35,52,372.0,76.6129032258,9.40860215054,13.9784946237
5210271,Lurgan Junior High,Post primary,Secondary,Controlled,2012,TOBERHEWNY LANE LOWER,BT668SU,Lurgan,542,5,70,542,5,70,617.0,87.8444084279,0.810372771475,11.3452188006
5210282,Craigavon Senior High School,Post primary,Secondary,Controlled,2012,26-34 LURGAN ROAD,BT635HJ,Portadown,532,5,85,532,5,85,622.0,85.5305466238,0.8038585209,13.6655948553
5230056,St Joseph's Boys' High School,Post primary,Secondary,RC Maintained,2012,20 ARMAGH ROAD,BT356DH,Newry,0,>=5,<5,0,412,4,416.0,0.0,99.0384615385,0.961538461538
5230059,St Columban's College,Post primary,Secondary,RC Maintained,2012,127 NEWCASTLE ROAD,BT344NL,Newry,<5,>=5,0,4,226,0,230.0,1.73913043478,98.2608695652,0.0
5230070,St Mary's High School,Post primary,Secondary,RC Maintained,2012,WARING STREET,BT666DQ,Craigavon,<5,512,>=5,4,512,6,522.0,0.766283524904,98.0842911877,1.14942528736
5230076,St Patrick's College,Post primary,Secondary,RC Maintained,2012,SCARVA ROAD,BT323AS,Banbridge,<5,382,<5,3,382,2,387.0,0.77519379845,98.7080103359,0.516795865633
5230088,St Paul's Junior High School,Post primary,Secondary,RC Maintained,2012,FRANCIS STREET,BT666DL,Craigavon,<5,452,<5,3,452,3,458.0,0.655021834061,98.6899563319,0.655021834061
5230108,St Mary's High School,Post primary,Secondary,RC Maintained,2012,UPPER CHAPEL STREET,BT342DT,Newry,0,>=5,<5,0,558,4,562.0,0.0,99.2882562278,0.711743772242
5230135,St Mark's High School,Post primary,Secondary,RC Maintained,2012,UPPER DROMORE ROAD,BT343PN,Newry,<5,>=5,<5,4,889,4,897.0,0.445930880713,99.1081382386,0.445930880713
5230152,St Ciaran's High School,Post primary,Secondary,RC Maintained,2012,15 TULLYBRYAN ROAD,BT702LY,Dungannon,<5,>=5,<5,4,801,4,809.0,0.494437577256,99.0111248455,0.494437577256
5230157,St Paul's High School,Post primary,Secondary,RC Maintained,2012,108 CAMLOUGH ROAD,BT357EE,Newry,0,1491,9,0,1491,9,1500.0,0.0,99.4,0.6
5230160,St Brigid's High School,Post primary,Secondary,RC Maintained,2012,WINDMILL HILL,BT604BR,Armagh,<5,206,<5,3,206,2,211.0,1.42180094787,97.6303317536,0.947867298578
5230167,St Joseph's High School,Post primary,Secondary,RC Maintained,2012,77 DUNDALK ROAD,BT359HL,Newry,<5,>=5,<5,4,622,4,630.0,0.634920634921,98.7301587302,0.634920634921
5230187,St Patrick's High School,Post primary,Secondary,RC Maintained,2012,MIDDLETOWN ROAD,BT603TH,Keady,<5,>=5,0,4,1011,0,1015.0,0.394088669951,99.60591133,0.0
5230192,St Joseph's College,Post primary,Secondary,RC Maintained,2012,29 SCHOOL LANE,BT714NW,Dungannon,0,>=5,<5,0,367,4,371.0,0.0,98.9218328841,1.0781671159
5230213,Lismore Comprehensive School,Post primary,Secondary,RC Maintained,2012,DRUMGASK,BT655DU,Craigavon,<5,1127,>=5,4,1127,22,1153.0,0.346921075455,97.7450130095,1.908065915
5230218,St Catherine's College,Post primary,Secondary,RC Maintained,2012,2 CONVENT ROAD,BT604BG,Armagh,<5,1158,>=5,4,1158,5,1167.0,0.342759211654,99.2287917738,0.428449014567
5230256,Drumcree College,Post primary,Secondary,RC Maintained,2012,4 MOY ROAD,BT621QL,Portadown,<5,>=5,0,4,191,0,195.0,2.05128205128,97.9487179487,0.0
5230278,Holy Trinity College,Post primary,Secondary,RC Maintained,2012,CHAPEL STREET,BT808QB,Cookstown,0,845,7,0,845,7,852.0,0.0,99.1784037559,0.821596244131
5230293,St Patrick's College,Post primary,Secondary,RC Maintained,2012,41 Killymeal Road,BT716LJ,Dungannon,<5,635,>=5,3,635,5,643.0,0.466562986003,98.7558320373,0.777604976672
5250216,Brownlow Int College,Post primary,Secondary,Controlled Integrated,2012,TULLYGALLY ROAD,BT655BS,Craigavon,130,194,60,130,194,60,384.0,33.8541666667,50.5208333333,15.625
5260285,New-bridge Integrated College,Post primary,Secondary,GM Integrated,2012,25 DONARD VIEW ROAD,BT323LN,Banbridge,229,249,58,229,249,58,536.0,42.723880597,46.4552238806,10.8208955224
5260286,Integrated College Dungannon,Post primary,Secondary,GM Integrated,2012,21 GORTMERRON LINK ROAD,BT716LS,Dungannon,146,288,58,146,288,58,492.0,29.674796748,58.5365853659,11.7886178862
5410013,Banbridge Academy,Post primary,Grammar,Controlled,2012,LURGAN ROAD,BT324AQ,Banbridge,1057,156,111,1057,156,111,1324.0,79.833836858,11.7824773414,8.3836858006
5410057,Lurgan College,Post primary,Grammar,Controlled,2012,COLLEGE WALK,BT666JW,Craigavon,415,<5,>=5,415,4,36,455.0,91.2087912088,0.879120879121,7.91208791209
5410067,Portadown College,Post primary,Grammar,Controlled,2012,4 KILLYCOMAINE ROAD,BT635BU,Craigavon,718,5,57,718,5,57,780.0,92.0512820513,0.641025641026,7.30769230769
5420045,St Louis Grammar School,Post primary,Grammar,Voluntary,2012,151 NEWRY ROAD,BT344EU,Kilkeel,<5,578,>=5,2,578,5,585.0,0.34188034188,98.8034188034,0.854700854701
