date,Gael Monfils,Roger Federer
2014-11-21 17:51:53.208,93.29214,6.413925
2014-11-21 17:52:09.359,94.99625,5.232441
2014-11-21 17:52:24.968,94.44722,5.560766
2014-11-21 17:52:42.679,96.13775,4.548122
2014-11-21 17:52:58.446,97.02239,4.002942
2014-11-21 17:53:14.161,96.98451,3.571429
2014-11-21 17:53:29.816,97.08382,3.571429
2014-11-21 17:53:45.619,97.3488,2.916334
2014-11-21 17:54:01.862,97.09424,2.336553
2014-11-21 17:54:17.590,97.20715,2.301922
2014-11-21 17:54:33.412,97.99115,2.139933
2014-11-21 17:54:49.483,98.03674,2.230193
2014-11-21 17:55:05.189,98.03922,2.272727
2014-11-21 17:55:21.247,97.66141,2.102632
2014-11-21 17:55:37.247,98.20978,1.856172
2014-11-21 17:55:53.072,98.13456,1.819878
2014-11-21 17:56:08.822,98.38606,1.818182
2014-11-21 17:56:24.717,98.03922,1.7237
2014-11-21 17:56:40.375,98.03922,2.272727
2014-11-21 17:56:56.186,97.46845,2.063054
2014-11-21 17:57:12.113,98.12454,1.741156
2014-11-21 17:57:28.105,98.52266,1.520737
2014-11-21 17:57:43.828,98.52266,1.520737
2014-11-21 17:57:59.571,98.52266,1.520737
2014-11-21 17:58:16.629,98.52266,1.520737
2014-11-21 17:58:32.383,98.52266,1.520737
2014-11-21 17:58:48.119,98.52266,1.520737
2014-11-21 17:59:04.065,98.52266,1.520737
